Original_sequence_ID	Protein	Count
Library006_barcode54_hap4_rep2_tig00000001	SRK_protein_205	20
Library006_barcode54_hap4_rep3_tig00000002	SRK_protein_208	16
Library006_barcode54_hap4_rep4_tig00000001	SRK_protein_205	20
Library006_barcode55_hap1_rep3_tig00000001	SRK_protein_209	16
Library006_barcode55_hap2_rep3_tig00000001	SRK_protein_209	16
Library006_barcode55_hap3_rep3_tig00000001	SRK_protein_209	16
Library006_barcode55_hap4_rep3_tig00000001	SRK_protein_209	16
Library006_barcode55_hap1_rep4_tig00000001	SRK_protein_209	16
Library006_barcode55_hap2_rep4_tig00000001	SRK_protein_209	16
Library006_barcode55_hap3_rep4_tig00000001	SRK_protein_209	16
Library006_barcode55_hap4_rep4_tig00000001	SRK_protein_209	16
Library006_barcode56_hap1_rep1_tig00000001	SRK_protein_028	99
Library006_barcode56_hap1_rep1_tig00000002	SRK_protein_007	14
Library006_barcode56_hap2_rep1_tig00000002	SRK_protein_007	14
Library006_barcode56_hap3_rep1_tig00000001	SRK_protein_028	99
Library006_barcode56_hap3_rep1_tig00000002	SRK_protein_007	14
Library006_barcode56_hap4_rep1_tig00000001	SRK_protein_028	99
Library006_barcode56_hap4_rep1_tig00000002	SRK_protein_007	14
Library006_barcode56_hap1_rep4_tig00000002	SRK_protein_125	33
Library006_barcode56_hap2_rep4_tig00000002	SRK_protein_125	33
Library006_barcode56_hap3_rep4_tig00000002	SRK_protein_125	33
Library006_barcode56_hap4_rep4_tig00000002	SRK_protein_125	33
Library006_barcode57_hap1_rep3_tig00000001	SRK_protein_109	52
Library006_barcode57_hap2_rep3_tig00000001	SRK_protein_109	52
Library006_barcode57_hap3_rep3_tig00000001	SRK_protein_109	52
Library006_barcode57_hap4_rep3_tig00000001	SRK_protein_109	52
Library006_barcode57_hap1_rep1_tig00000001	SRK_protein_109	52
Library006_barcode57_hap2_rep1_tig00000001	SRK_protein_109	52
Library006_barcode57_hap3_rep1_tig00000001	SRK_protein_109	52
Library006_barcode57_hap4_rep1_tig00000001	SRK_protein_109	52
Library006_barcode58_hap1_rep2_tig00000001	SRK_protein_171	12
Library006_barcode58_hap2_rep2_tig00000001	SRK_protein_171	12
Library006_barcode58_hap3_rep2_tig00000001	SRK_protein_171	12
Library006_barcode58_hap4_rep2_tig00000001	SRK_protein_171	12
Library006_barcode59_hap2_rep2_tig00000003	SRK_protein_125	33
Library006_barcode59_hap3_rep2_tig00000003	SRK_protein_125	33
Library006_barcode59_hap4_rep2_tig00000003	SRK_protein_125	33
Library006_barcode59_hap1_rep3_tig00000001	SRK_protein_081	224
Library006_barcode59_hap1_rep4_tig00000001	SRK_protein_174	18
Library006_barcode59_hap1_rep4_tig00000002	SRK_protein_081	224
Library006_barcode59_hap2_rep3_tig00000001	SRK_protein_050	115
Library006_barcode59_hap2_rep4_tig00000001	SRK_protein_174	18
Library006_barcode59_hap2_rep4_tig00000002	SRK_protein_081	224
Library006_barcode59_hap3_rep4_tig00000001	SRK_protein_174	18
Library006_barcode59_hap3_rep4_tig00000002	SRK_protein_081	224
Library006_barcode59_hap4_rep3_tig00000001	SRK_protein_081	224
Library006_barcode59_hap4_rep4_tig00000001	SRK_protein_174	18
Library006_barcode60_hap1_rep1_tig00000002	SRK_protein_035	59
Library006_barcode60_hap2_rep1_tig00000002	SRK_protein_035	59
Library006_barcode60_hap3_rep1_tig00000002	SRK_protein_035	59
Library006_barcode60_hap4_rep1_tig00000002	SRK_protein_035	59
Library006_barcode60_hap1_rep1_tig00000001	SRK_protein_050	115
Library006_barcode60_hap1_rep3_tig00000001	SRK_protein_050	115
Library006_barcode60_hap2_rep1_tig00000001	SRK_protein_050	115
Library006_barcode60_hap2_rep3_tig00000001	SRK_protein_050	115
Library006_barcode60_hap3_rep1_tig00000001	SRK_protein_050	115
Library006_barcode60_hap3_rep3_tig00000001	SRK_protein_050	115
Library006_barcode60_hap4_rep1_tig00000001	SRK_protein_050	115
Library006_barcode60_hap4_rep3_tig00000001	SRK_protein_050	115
Library006_barcode61_hap1_rep2_tig00000002	SRK_protein_013	49
Library006_barcode61_hap3_rep2_tig00000002	SRK_protein_013	49
Library006_barcode62_hap1_rep3_tig00000001	SRK_protein_210	10
Library006_barcode62_hap1_rep3_tig00000002	SRK_protein_210	10
Library006_barcode62_hap2_rep3_tig00000001	SRK_protein_210	10
Library006_barcode62_hap2_rep3_tig00000002	SRK_protein_210	10
Library006_barcode62_hap3_rep3_tig00000001	SRK_protein_210	10
Library006_barcode62_hap3_rep3_tig00000002	SRK_protein_210	10
Library006_barcode62_hap4_rep3_tig00000001	SRK_protein_210	10
Library006_barcode62_hap4_rep3_tig00000002	SRK_protein_210	10
Library006_barcode62_hap1_rep4_tig00000001	SRK_protein_107	9
Library006_barcode62_hap2_rep4_tig00000001	SRK_protein_107	9
Library006_barcode62_hap3_rep4_tig00000001	SRK_protein_107	9
Library006_barcode62_hap4_rep4_tig00000001	SRK_protein_107	9
Library006_barcode63_hap1_rep1_tig00000001	SRK_protein_211	30
Library006_barcode63_hap1_rep2_tig00000001	SRK_protein_212	26
Library006_barcode63_hap1_rep4_tig00000002	SRK_protein_212	26
Library006_barcode63_hap2_rep1_tig00000001	SRK_protein_211	30
Library006_barcode63_hap2_rep2_tig00000001	SRK_protein_212	26
Library006_barcode63_hap2_rep4_tig00000002	SRK_protein_212	26
Library006_barcode63_hap3_rep1_tig00000001	SRK_protein_211	30
Library006_barcode63_hap3_rep2_tig00000001	SRK_protein_212	26
Library006_barcode63_hap3_rep4_tig00000002	SRK_protein_212	26
Library006_barcode63_hap4_rep1_tig00000001	SRK_protein_211	30
Library006_barcode63_hap4_rep2_tig00000001	SRK_protein_212	26
Library006_barcode63_hap4_rep4_tig00000002	SRK_protein_212	26
Library006_barcode64_hap1_rep1_tig00000001	SRK_protein_213	11
Library006_barcode64_hap2_rep1_tig00000001	SRK_protein_213	11
Library006_barcode64_hap3_rep1_tig00000001	SRK_protein_213	11
Library006_barcode64_hap4_rep1_tig00000001	SRK_protein_213	11
Library006_barcode64_hap1_rep3_tig00000003	SRK_protein_131	30
Library006_barcode64_hap2_rep3_tig00000003	SRK_protein_131	30
Library006_barcode64_hap3_rep3_tig00000003	SRK_protein_131	30
Library006_barcode64_hap4_rep3_tig00000003	SRK_protein_131	30
Library006_barcode65_hap1_rep2_tig00000001	SRK_protein_028	99
Library006_barcode65_hap1_rep3_tig00000002	SRK_protein_081	224
Library006_barcode65_hap2_rep2_tig00000001	SRK_protein_028	99
Library006_barcode65_hap2_rep3_tig00000002	SRK_protein_081	224
Library006_barcode65_hap3_rep2_tig00000001	SRK_protein_028	99
Library006_barcode65_hap3_rep3_tig00000002	SRK_protein_081	224
Library006_barcode65_hap4_rep2_tig00000001	SRK_protein_028	99
Library006_barcode65_hap4_rep3_tig00000002	SRK_protein_081	224
Library006_barcode66_hap1_rep3_tig00000001	SRK_protein_213	11
Library006_barcode66_hap3_rep3_tig00000001	SRK_protein_213	11
Library006_barcode66_hap4_rep3_tig00000001	SRK_protein_213	11
Library007_barcode67_hap2_rep1_tig00000001	SRK_protein_192	21
Library007_barcode67_hap3_rep1_tig00000001	SRK_protein_192	21
Library007_barcode67_hap4_rep1_tig00000001	SRK_protein_192	21
Library007_barcode67_hap1_rep2_tig00000001	SRK_protein_192	21
Library007_barcode67_hap2_rep2_tig00000001	SRK_protein_192	21
Library007_barcode67_hap3_rep2_tig00000001	SRK_protein_192	21
Library007_barcode67_hap4_rep2_tig00000001	SRK_protein_192	21
Library007_barcode68_hap1_rep2_tig00000001	SRK_protein_001	56
Library007_barcode68_hap2_rep2_tig00000001	SRK_protein_001	56
Library007_barcode68_hap3_rep2_tig00000001	SRK_protein_001	56
Library007_barcode68_hap4_rep2_tig00000001	SRK_protein_001	56
Library007_barcode69_hap1_rep3_tig00000001	SRK_protein_214	8
Library007_barcode69_hap1_rep4_tig00000001	SRK_protein_215	8
Library007_barcode69_hap2_rep3_tig00000001	SRK_protein_214	8
Library007_barcode69_hap2_rep4_tig00000001	SRK_protein_215	8
Library007_barcode69_hap3_rep1_tig00000001	SRK_protein_216	6
Library007_barcode69_hap3_rep3_tig00000001	SRK_protein_214	8
Library007_barcode69_hap3_rep4_tig00000001	SRK_protein_215	8
Library007_barcode69_hap4_rep1_tig00000001	SRK_protein_216	6
Library007_barcode69_hap4_rep3_tig00000001	SRK_protein_214	8
Library007_barcode69_hap4_rep4_tig00000001	SRK_protein_215	8
Library007_barcode69_hap1_rep2_tig00000001	SRK_protein_001	56
Library007_barcode69_hap2_rep2_tig00000001	SRK_protein_001	56
Library007_barcode69_hap3_rep2_tig00000001	SRK_protein_001	56
Library007_barcode69_hap4_rep1_tig00000002	SRK_protein_216	6
Library007_barcode70_hap1_rep4_tig00000001	SRK_protein_217	8
Library007_barcode70_hap2_rep4_tig00000001	SRK_protein_217	8
Library007_barcode70_hap3_rep4_tig00000001	SRK_protein_217	8
Library007_barcode70_hap4_rep4_tig00000001	SRK_protein_217	8
Library007_barcode70_hap1_rep2_tig00000001	SRK_protein_218	8
Library007_barcode70_hap2_rep2_tig00000001	SRK_protein_218	8
Library007_barcode70_hap2_rep2_tig00000002	SRK_protein_219	15
Library007_barcode70_hap3_rep2_tig00000001	SRK_protein_218	8
Library007_barcode70_hap3_rep2_tig00000002	SRK_protein_219	15
Library007_barcode70_hap4_rep2_tig00000001	SRK_protein_218	8
Library007_barcode70_hap4_rep2_tig00000002	SRK_protein_219	15
Library007_barcode71_hap1_rep4_tig00000001	SRK_protein_220	8
Library007_barcode71_hap2_rep4_tig00000001	SRK_protein_220	8
Library007_barcode71_hap3_rep4_tig00000001	SRK_protein_220	8
Library007_barcode71_hap4_rep4_tig00000001	SRK_protein_220	8
Library007_barcode72_hap1_rep2_tig00000001	SRK_protein_221	16
Library007_barcode72_hap2_rep2_tig00000001	SRK_protein_221	16
Library007_barcode72_hap3_rep2_tig00000001	SRK_protein_221	16
Library007_barcode72_hap4_rep2_tig00000001	SRK_protein_221	16
Library007_barcode72_hap1_rep1_tig00000001	SRK_protein_221	16
Library007_barcode72_hap2_rep1_tig00000001	SRK_protein_221	16
Library007_barcode72_hap3_rep1_tig00000001	SRK_protein_221	16
Library007_barcode72_hap4_rep1_tig00000001	SRK_protein_221	16
Library007_barcode73_hap1_rep2_tig00000004	SRK_protein_185	22
Library007_barcode73_hap1_rep4_tig00000003	SRK_protein_222	16
Library007_barcode73_hap2_rep2_tig00000004	SRK_protein_185	22
Library007_barcode73_hap2_rep4_tig00000003	SRK_protein_222	16
Library007_barcode73_hap3_rep2_tig00000004	SRK_protein_185	22
Library007_barcode73_hap3_rep4_tig00000003	SRK_protein_222	16
Library007_barcode73_hap4_rep2_tig00000004	SRK_protein_185	22
Library007_barcode73_hap4_rep4_tig00000003	SRK_protein_222	16
Library007_barcode73_hap1_rep1_tig00000002	SRK_protein_185	22
Library007_barcode73_hap1_rep3_tig00000001	SRK_protein_222	16
Library007_barcode73_hap1_rep3_tig00000002	SRK_protein_223	8
Library007_barcode73_hap2_rep1_tig00000002	SRK_protein_185	22
Library007_barcode73_hap2_rep3_tig00000001	SRK_protein_222	16
Library007_barcode73_hap2_rep3_tig00000002	SRK_protein_223	8
Library007_barcode73_hap3_rep1_tig00000002	SRK_protein_185	22
Library007_barcode73_hap3_rep3_tig00000001	SRK_protein_222	16
Library007_barcode73_hap3_rep3_tig00000002	SRK_protein_223	8
Library007_barcode73_hap4_rep3_tig00000001	SRK_protein_222	16
Library007_barcode73_hap4_rep3_tig00000002	SRK_protein_223	8
Library007_barcode75_hap1_rep1_tig00000001	SRK_protein_230	10
Library007_barcode75_hap2_rep1_tig00000001	SRK_protein_230	10
Library007_barcode75_hap3_rep1_tig00000001	SRK_protein_230	10
Library007_barcode77_hap1_rep1_tig00000001	SRK_protein_234	8
Library007_barcode77_hap2_rep1_tig00000001	SRK_protein_234	8
Library007_barcode77_hap3_rep1_tig00000001	SRK_protein_234	8
Library007_barcode77_hap4_rep1_tig00000001	SRK_protein_234	8
Library007_barcode78_hap1_rep3_tig00000001	SRK_protein_235	8
Library007_barcode78_hap1_rep4_tig00000001	SRK_protein_236	6
Library007_barcode78_hap2_rep3_tig00000001	SRK_protein_235	8
Library007_barcode78_hap3_rep3_tig00000001	SRK_protein_235	8
Library007_barcode78_hap3_rep4_tig00000001	SRK_protein_236	6
Library007_barcode78_hap3_rep4_tig00000002	SRK_protein_237	12
Library007_barcode78_hap4_rep3_tig00000001	SRK_protein_235	8
Library007_barcode78_hap4_rep4_tig00000001	SRK_protein_236	6
Library007_barcode78_hap4_rep4_tig00000002	SRK_protein_237	12
Library007_barcode78_hap1_rep1_tig00000002	SRK_protein_237	12
Library007_barcode78_hap2_rep1_tig00000002	SRK_protein_237	12
Library007_barcode78_hap3_rep1_tig00000002	SRK_protein_237	12
Library007_barcode78_hap4_rep1_tig00000002	SRK_protein_237	12
Library007_barcode79_hap1_rep4_tig00000001	SRK_protein_238	6
Library007_barcode79_hap2_rep4_tig00000001	SRK_protein_238	6
Library007_barcode79_hap4_rep4_tig00000001	SRK_protein_238	6
Library007_barcode80_hap1_rep1_tig00000001	SRK_protein_228	35
Library007_barcode80_hap2_rep1_tig00000001	SRK_protein_228	35
Library007_barcode80_hap3_rep1_tig00000001	SRK_protein_228	35
Library007_barcode80_hap4_rep1_tig00000001	SRK_protein_228	35
Library007_barcode80_hap1_rep3_tig00000001	SRK_protein_228	35
Library007_barcode80_hap2_rep3_tig00000001	SRK_protein_228	35
Library007_barcode80_hap3_rep3_tig00000001	SRK_protein_228	35
Library007_barcode80_hap4_rep3_tig00000001	SRK_protein_228	35
Library007_barcode81_hap1_rep3_tig00000001	SRK_protein_239	8
Library007_barcode81_hap2_rep3_tig00000001	SRK_protein_239	8
Library007_barcode81_hap3_rep3_tig00000001	SRK_protein_239	8
Library007_barcode81_hap4_rep3_tig00000001	SRK_protein_239	8
Library007_barcode81_hap1_rep1_tig00000001	SRK_protein_240	8
Library007_barcode81_hap1_rep2_tig00000001	SRK_protein_002	115
Library007_barcode81_hap2_rep1_tig00000001	SRK_protein_240	8
Library007_barcode81_hap2_rep2_tig00000001	SRK_protein_002	115
Library007_barcode81_hap3_rep1_tig00000001	SRK_protein_240	8
Library007_barcode81_hap3_rep2_tig00000001	SRK_protein_002	115
Library007_barcode81_hap4_rep1_tig00000001	SRK_protein_240	8
Library007_barcode81_hap4_rep2_tig00000001	SRK_protein_002	115
Library007_barcode82_hap3_rep1_tig00000002	SRK_protein_213	11
Library007_barcode82_hap4_rep1_tig00000002	SRK_protein_213	11
Library007_barcode82_hap1_rep4_tig00000002	SRK_protein_241	8
Library007_barcode82_hap2_rep4_tig00000002	SRK_protein_241	8
Library007_barcode82_hap3_rep4_tig00000002	SRK_protein_241	8
Library007_barcode82_hap4_rep4_tig00000002	SRK_protein_241	8
Library007_barcode83_hap1_rep2_tig00000001	SRK_protein_242	8
Library007_barcode83_hap1_rep3_tig00000001	SRK_protein_243	8
Library007_barcode83_hap2_rep2_tig00000001	SRK_protein_242	8
Library007_barcode83_hap2_rep3_tig00000001	SRK_protein_243	8
Library007_barcode83_hap3_rep2_tig00000001	SRK_protein_242	8
Library007_barcode83_hap3_rep3_tig00000001	SRK_protein_243	8
Library007_barcode83_hap4_rep2_tig00000001	SRK_protein_242	8
Library007_barcode83_hap4_rep3_tig00000001	SRK_protein_243	8
Library007_barcode83_hap1_rep3_tig00000008	SRK_protein_241	8
Library007_barcode83_hap4_rep3_tig00000008	SRK_protein_244	5
Library007_barcode84_hap1_rep3_tig00000002	SRK_protein_081	224
Library007_barcode84_hap2_rep3_tig00000002	SRK_protein_081	224
Library007_barcode84_hap3_rep2_tig00000001	SRK_protein_081	224
Library007_barcode84_hap3_rep3_tig00000002	SRK_protein_081	224
Library007_barcode84_hap4_rep1_tig00000002	SRK_protein_241	8
Library007_barcode84_hap4_rep2_tig00000001	SRK_protein_081	224
Library007_barcode84_hap4_rep3_tig00000002	SRK_protein_081	224
Library007_barcode85_hap1_rep2_tig00000001	SRK_protein_245	16
Library007_barcode85_hap1_rep3_tig00000001	SRK_protein_245	16
Library007_barcode85_hap2_rep2_tig00000001	SRK_protein_245	16
Library007_barcode85_hap2_rep3_tig00000001	SRK_protein_245	16
Library007_barcode85_hap3_rep2_tig00000001	SRK_protein_245	16
Library007_barcode85_hap3_rep3_tig00000001	SRK_protein_245	16
Library007_barcode85_hap4_rep2_tig00000001	SRK_protein_245	16
Library007_barcode85_hap4_rep3_tig00000001	SRK_protein_245	16
Library007_barcode85_hap1_rep4_tig00000001	SRK_protein_213	11
Library007_barcode85_hap2_rep4_tig00000001	SRK_protein_213	11
Library007_barcode86_hap1_rep1_tig00000001	SRK_protein_109	52
Library007_barcode86_hap1_rep1_tig00000002	SRK_protein_063	8
Library007_barcode86_hap1_rep2_tig00000001	SRK_protein_109	52
Library007_barcode86_hap2_rep1_tig00000001	SRK_protein_002	115
Library007_barcode86_hap2_rep1_tig00000002	SRK_protein_063	8
Library007_barcode86_hap2_rep2_tig00000001	SRK_protein_109	52
Library007_barcode86_hap3_rep1_tig00000001	SRK_protein_109	52
Library007_barcode86_hap3_rep1_tig00000002	SRK_protein_063	8
Library007_barcode86_hap3_rep2_tig00000001	SRK_protein_109	52
Library007_barcode86_hap4_rep2_tig00000001	SRK_protein_109	52
Library007_barcode86_hap1_rep4_tig00000001	SRK_protein_211	30
Library007_barcode86_hap2_rep4_tig00000001	SRK_protein_211	30
Library007_barcode86_hap3_rep4_tig00000001	SRK_protein_211	30
Library007_barcode87_hap1_rep1_tig00000001	SRK_protein_212	26
Library007_barcode87_hap1_rep1_tig00000002	SRK_protein_211	30
Library007_barcode87_hap1_rep3_tig00000002	SRK_protein_109	52
Library007_barcode87_hap1_rep4_tig00000002	SRK_protein_212	26
Library007_barcode87_hap2_rep1_tig00000002	SRK_protein_211	30
Library007_barcode87_hap2_rep3_tig00000002	SRK_protein_109	52
Library007_barcode87_hap2_rep4_tig00000002	SRK_protein_212	26
Library007_barcode87_hap3_rep1_tig00000002	SRK_protein_211	30
Library007_barcode87_hap3_rep3_tig00000002	SRK_protein_109	52
Library007_barcode87_hap3_rep4_tig00000002	SRK_protein_212	26
Library007_barcode87_hap4_rep1_tig00000002	SRK_protein_211	30
Library007_barcode87_hap4_rep4_tig00000002	SRK_protein_212	26
Library007_barcode87_hap1_rep3_tig00000003	SRK_protein_109	52
Library007_barcode87_hap3_rep3_tig00000003	SRK_protein_109	52
Library007_barcode88_hap1_rep2_tig00000001	SRK_protein_246	8
Library007_barcode88_hap2_rep2_tig00000001	SRK_protein_246	8
Library007_barcode88_hap3_rep2_tig00000001	SRK_protein_246	8
Library007_barcode88_hap4_rep2_tig00000001	SRK_protein_246	8
Library008_barcode01_hap1_rep1_tig00000001	SRK_protein_247	15
Library008_barcode01_hap1_rep3_tig00000001	SRK_protein_248	10
Library008_barcode01_hap1_rep4_tig00000002	SRK_protein_249	6
Library008_barcode01_hap2_rep1_tig00000001	SRK_protein_247	15
Library008_barcode01_hap2_rep3_tig00000001	SRK_protein_248	10
Library008_barcode01_hap2_rep4_tig00000002	SRK_protein_249	6
Library008_barcode01_hap3_rep1_tig00000001	SRK_protein_247	15
Library008_barcode01_hap3_rep3_tig00000001	SRK_protein_248	10
Library008_barcode01_hap3_rep4_tig00000002	SRK_protein_249	6
Library008_barcode01_hap4_rep1_tig00000001	SRK_protein_247	15
Library008_barcode01_hap4_rep3_tig00000001	SRK_protein_248	10
Library008_barcode01_hap4_rep4_tig00000002	SRK_protein_249	6
Library008_barcode01_hap1_rep2_tig00000001	SRK_protein_250	8
Library008_barcode01_hap1_rep4_tig00000001	SRK_protein_250	8
Library008_barcode01_hap2_rep2_tig00000001	SRK_protein_250	8
Library008_barcode01_hap2_rep4_tig00000001	SRK_protein_250	8
Library008_barcode01_hap3_rep2_tig00000001	SRK_protein_250	8
Library008_barcode01_hap3_rep4_tig00000001	SRK_protein_250	8
Library008_barcode01_hap4_rep2_tig00000001	SRK_protein_250	8
Library008_barcode01_hap4_rep4_tig00000001	SRK_protein_250	8
Library008_barcode02_hap1_rep1_tig00000001	SRK_protein_028	99
Library008_barcode02_hap1_rep2_tig00000002	SRK_protein_016	62
Library008_barcode02_hap1_rep3_tig00000001	SRK_protein_015	33
Library008_barcode02_hap1_rep3_tig00000002	SRK_protein_028	99
Library008_barcode02_hap1_rep4_tig00000002	SRK_protein_028	99
Library008_barcode02_hap2_rep1_tig00000001	SRK_protein_028	99
Library008_barcode02_hap2_rep2_tig00000002	SRK_protein_016	62
Library008_barcode02_hap2_rep3_tig00000001	SRK_protein_015	33
Library008_barcode02_hap2_rep3_tig00000002	SRK_protein_028	99
Library008_barcode02_hap3_rep1_tig00000001	SRK_protein_028	99
Library008_barcode02_hap3_rep2_tig00000002	SRK_protein_016	62
Library008_barcode02_hap3_rep3_tig00000001	SRK_protein_015	33
Library008_barcode02_hap3_rep3_tig00000002	SRK_protein_028	99
Library008_barcode02_hap3_rep4_tig00000002	SRK_protein_028	99
Library008_barcode02_hap4_rep1_tig00000001	SRK_protein_028	99
Library008_barcode02_hap4_rep2_tig00000002	SRK_protein_016	62
Library008_barcode02_hap4_rep4_tig00000002	SRK_protein_028	99
Library008_barcode02_hap1_rep1_tig00000002	SRK_protein_028	99
